venta_id,fecha_hora,tienda_id,sku,cantidad,monto,moneda,tipo_comprobante
V00024232,2025-03-02 12:51:12,T009,CN-00060,1,191.93,MXN,I
V00024233,2025-03-02 11:01:50,T036,CN-00070,1,389.38,MXN,I
V00024234,2025-03-02 14:53:23,T005,CN-00044,2,502.64,MXN,I
V00024235,2025-03-02 08:19:21,T038,CN-00047,1,502.45,MXN,I
V00024236,2025-03-02 20:34:58,T030,CN-00045,4,407.9,MXN,I
V00024237,2025-03-02 14:00:35,T025,CN-00028,1,390.44,MXN,I
V00024238,2025-03-02 14:41:30,T007,CN-00006,1,201.08,MXN,I
V00024239,2025-03-02 16:07:17,T017,CN-00025,1,47.78,MXN,I
V00024240,2025-03-02 17:44:55,T020,CN-00047,1,476.19,MXN,I
V00024241,2025-03-02 11:09:23,T030,CN-00010,1,373.58,MXN,I
V00024242,2025-03-02 07:50:35,T016,CN-00069,1,366.35,MXN,I
V00024243,2025-03-02 11:02:13,T007,CN-00021,1,25.51,MXN,I
V00024244,2025-03-02 08:43:02,T026,CN-00059,2,507.46,MXN,I
V00024245,2025-03-02 12:16:28,T028,CN-00027,1,91.3,MXN,I
V00024246,2025-03-02 09:37:22,T018,CN-00024,5,1619.78,MXN,I
V00024247,2025-03-02 14:27:25,T035,CN-00003,1,162.11,MXN,I
V00024248,2025-03-02 07:34:34,T007,CN-00004,1,665.51,MXN,I
V00024249,2025-03-02 19:28:43,T023,CN-00028,1,370.91,MXN,I
V00024250,2025-03-02 14:42:41,T029,CN-00051,1,497.85,MXN,I
V00024251,2025-03-02 14:13:41,T019,CN-00015,1,367.63,MXN,I
V00024252,2025-03-02 13:09:02,T017,CN-00015,1,375.98,MXN,I
V00024253,2025-03-02 17:53:05,T027,CN-00036,1,323.18,MXN,I
V00024254,2025-03-02 13:42:18,T012,CN-00041,4,299.42,MXN,I
V00024255,2025-03-02 12:04:39,T026,CN-00067,2,574.12,MXN,I
V00024256,2025-03-02 13:59:34,T020,CN-00030,1,231.5,MXN,I
V00024257,2025-03-02 12:33:23,T019,CN-00040,1,54.63,MXN,I
V00024258,2025-03-02 10:35:25,T034,CN-00055,1,603.27,MXN,I
V00024259,2025-03-02 18:10:04,T029,CN-00023,1,150.43,MXN,I
V00024260,2025-03-02 13:48:12,T011,CN-00023,1,158.54,MXN,E
V00024261,2025-03-02 12:56:19,T032,CN-00009,2,1239.31,MXN,I
V00024262,2025-03-02 08:49:33,T029,CN-00038,1,354.45,MXN,I
V00024263,2025-03-02 07:13:03,T005,CN-00049,1,85.2,MXN,I
V00024264,2025-03-02 15:36:36,T030,CN-00029,1,616.42,MXN,I
V00024265,2025-03-02 11:17:59,T033,CN-00046,1,540.14,MXN,I
V00024266,2025-03-02 10:27:42,T003,CN-00013,2,417.42,MXN,I
V00024267,2025-03-02 16:54:44,T032,CN-00050,1,89.2,MXN,I
V00024268,2025-03-02 07:32:18,T016,CN-00010,1,369.17,MXN,I
V00024269,2025-03-02 07:33:51,T028,CN-00068,1,40.42,MXN,I
V00024270,2025-03-02 11:47:17,T029,CN-00043,1,181.09,MXN,I
V00024271,2025-03-02 13:32:41,T010,CN-00016,4,338.49,MXN,I
V00024272,2025-03-02 10:19:44,T013,CN-00020,1,625.98,MXN,I
V00024273,2025-03-02 12:32:16,T011,CN-00051,1,485.21,MXN,I
V00024274,2025-03-02 10:42:15,T021,CN-00036,1,319.94,MXN,I
V00024275,2025-03-02 13:03:07,T006,CN-00043,1,188.67,MXN,I
V00024276,2025-03-02 09:57:30,T013,CN-00022,1,164.99,MXN,I
V00024277,2025-03-02 14:05:11,T012,CN-00046,1,532.52,MXN,I
V00024278,2025-03-02 07:46:15,T034,CN-00026,1,155.9,MXN,I
V00024279,2025-03-02 10:59:59,T018,CN-00024,1,324.77,MXN,I
V00024280,2025-03-02 15:51:41,T007,CN-00045,1,102.89,MXN,I
V00024281,2025-03-02 19:04:19,T008,CN-00064,4,330.78,MXN,I
V00024282,2025-03-02 17:20:11,T031,CN-00006,1,205.36,MXN,I
V00024283,2025-03-02 08:12:56,T021,CN-00052,1,168.7,MXN,I
V00024284,2025-03-02 12:49:36,T021,CN-00041,1,78.07,MXN,I
V00024285,2025-03-02 15:27:21,T007,CN-00031,1,553.39,MXN,I
V00024286,2025-03-02 13:18:20,T019,CN-00068,2,79.41,MXN,I
V00024287,2025-03-02 19:20:09,T035,CN-00046,1,542.19,MXN,I
V00024288,2025-03-02 07:49:55,T025,CN-00012,5,641.53,MXN,T
V00024289,2025-03-02 08:08:19,T031,CN-00057,5,929.12,MXN,I
V00024290,2025-03-02 08:48:04,T034,CN-00040,3,160.26,MXN,I
V00024291,2025-03-02 08:25:37,T029,CN-00024,1,334.78,MXN,I
V00024292,2025-03-02 19:02:06,T009,CN-00024,1,313.68,MXN,I
V00024293,2025-03-02 14:28:34,T039,CN-00062,1,167.06,MXN,E
V00024294,2025-03-02 13:03:51,T028,CN-00015,2,715.61,MXN,I
V00024295,2025-03-02 16:18:33,T010,CN-00005,2,40.88,MXN,I
V00024296,2025-03-02 13:45:45,T032,CN-00003,2,313.27,MXN,I
V00024297,2025-03-02 13:37:06,T031,CN-00060,3,592.31,MXN,I
V00024298,2025-03-02 12:36:21,T006,CN-00032,1,101.46,MXN,I
V00024299,2025-03-02 07:22:13,T026,CN-00059,2,493.8,MXN,I
V00024300,2025-03-02 09:29:01,T034,CN-00065,1,210.0,MXN,E
V00024301,2025-03-02 11:31:03,T027,CN-00012,1,134.35,MXN,I
V00024302,2025-03-02 15:58:19,T032,CN-00025,4,198.82,MXN,I
V00024303,2025-03-02 16:15:59,T025,CN-00017,3,496.43,MXN,E
V00024304,2025-03-02 07:38:40,T038,CN-00039,1,807.37,MXN,I
V00024305,2025-03-02 10:03:21,T036,CN-00036,1,327.24,MXN,I
V00024306,2025-03-02 12:58:13,T035,CN-00040,1,55.5,MXN,I
V00024307,2025-03-02 08:10:34,T026,CN-00053,1,141.08,MXN,I
V00024308,2025-03-02 15:19:07,T031,CN-00012,1,137.38,MXN,I
V00024309,2025-03-02 17:43:58,T010,CN-00054,2,234.73,MXN,I
V00024310,2025-03-02 21:18:54,T035,CN-00053,1,142.75,MXN,I
V00024311,2025-03-02 12:59:53,T003,CN-00003,1,166.4,MXN,I
V00024312,2025-03-02 12:12:24,T015,CN-00028,1,401.84,MXN,E
V00024313,2025-03-02 18:29:38,T023,CN-00032,7,690.33,MXN,I
V00024314,2025-03-02 17:46:40,T015,CN-00053,1,140.9,MXN,I
V00024315,2025-03-02 15:29:12,T003,CN-00063,3,263.09,MXN,I
V00024316,2025-03-02 10:04:27,T012,CN-00021,1,25.77,MXN,I
V00024317,2025-03-02 10:58:59,T038,CN-00033,1,271.41,MXN,I
V00024318,2025-03-02 11:24:14,T030,CN-00044,1,245.09,MXN,I
V00024319,2025-03-02 13:16:00,T027,CN-00052,1,167.15,MXN,I
V00024320,2025-03-02 14:44:31,T009,CN-00028,1,394.63,MXN,I
V00024321,2025-03-02 14:29:17,T017,CN-00047,1,499.12,MXN,I
V00024322,2025-03-02 13:42:53,T001,CN-00018,1,235.91,MXN,I
V00024323,2025-03-02 11:43:42,T019,CN-00034,1,107.21,MXN,I
V00024324,2025-03-02 07:14:46,T040,CN-00005,1,20.74,MXN,I
V00024325,2025-03-02 15:57:05,T017,CN-00017,1,162.41,MXN,I
V00024326,2025-03-02 13:42:17,T003,CN-00006,1,207.36,MXN,I
V00024327,2025-03-02 12:59:57,T027,CN-00024,1,335.63,MXN,I
V00024328,2025-03-02 11:43:37,T040,CN-00024,1,325.42,MXN,I
V00024329,2025-03-02 21:37:07,T031,CN-00025,1,47.08,MXN,I
V00024330,2025-03-02 18:15:58,T037,CN-00067,1,303.95,MXN,I
V00024331,2025-03-02 15:27:29,T007,CN-00041,3,235.6,MXN,I
V00024332,2025-03-02 14:35:31,T039,CN-00059,1,253.55,MXN,I
V00024333,2025-03-02 13:49:02,T007,CN-00044,1,255.65,MXN,I
V00024334,2025-03-02 09:08:20,T007,CN-00069,1,352.84,MXN,I
V00024335,2025-03-02 11:20:22,T009,CN-00046,1,515.52,MXN,I
V00024336,2025-03-02 17:41:48,T026,CN-00008,1,37.71,MXN,I
V00024337,2025-03-02 13:58:58,T007,CN-00057,1,183.69,MXN,I
V00024338,2025-03-02 18:28:42,T026,CN-00064,1,85.37,MXN,I
V00024339,2025-03-02 13:03:46,T036,CN-00021,1,26.18,MXN,I
V00024340,2025-03-02 07:22:15,T007,CN-00019,2,560.64,MXN,I
V00024341,2025-03-02 15:35:38,T018,CN-00045,3,290.95,MXN,I
V00024342,2025-03-02 13:34:44,T032,CN-00062,1,158.53,MXN,I
V00024343,2025-03-02 21:24:00,T012,CN-00044,1,257.94,MXN,I
V00024344,2025-03-02 12:00:50,T026,CN-00021,1,25.17,MXN,I
V00024345,2025-03-02 11:13:29,T026,CN-00050,1,93.7,MXN,I
V00024346,2025-03-03 09:51:44,T007,CN-00049,1,84.24,MXN,I
V00024347,2025-03-03 15:25:59,T020,CN-00013,1,207.05,MXN,I
V00024348,2025-03-03 14:01:14,T020,CN-00012,1,138.57,MXN,I
V00024349,2025-03-03 17:05:17,T035,CN-00005,3,63.39,MXN,I
V00024350,2025-03-03 12:25:42,T019,CN-00064,1,85.1,MXN,I
V00024351,2025-03-03 11:10:28,T011,CN-00004,1,671.13,MXN,I
V00024352,2025-03-03 20:02:07,T032,CN-00068,1,38.92,MXN,I
V00024353,2025-03-03 09:57:20,T033,CN-00051,1,484.79,MXN,I
V00024354,2025-03-03 20:08:01,T010,CN-00010,3,1092.25,MXN,I
V00024355,2025-03-03 08:52:37,T013,CN-00057,6,1147.67,MXN,E
V00024356,2025-03-03 17:20:37,T003,CN-00005,2,41.73,MXN,I
V00024357,2025-03-03 13:33:40,T035,CN-00005,1,20.89,MXN,I
V00024358,2025-03-03 07:00:44,T015,CN-00057,1,183.16,MXN,I
V00024359,2025-03-03 08:29:59,T015,CN-00066,1,56.7,MXN,I
V00024360,2025-03-03 08:39:05,T020,CN-00070,1,362.38,MXN,I
V00024361,2025-03-03 18:21:13,T032,CN-00042,1,90.34,MXN,I
V00024362,2025-03-03 10:39:35,T020,CN-00059,5,1227.79,MXN,I
V00024363,2025-03-03 08:43:26,T002,CN-00041,1,74.65,MXN,I
V00024364,2025-03-03 14:47:08,T012,CN-00063,1,86.41,MXN,I
V00024365,2025-03-03 14:05:46,T038,CN-00007,1,253.52,MXN,I
V00024366,2025-03-03 17:05:24,T030,CN-00049,1,86.34,MXN,I
V00024367,2025-03-03 18:17:22,T028,CN-00031,1,540.46,MXN,I
V00024368,2025-03-03 12:29:59,T012,CN-00044,2,496.41,MXN,I
V00024369,2025-03-03 19:59:01,T011,CN-00050,1,91.37,MXN,I
V00024370,2025-03-03 17:57:10,T008,CN-00030,1,232.42,MXN,I
V00024371,2025-03-03 07:28:26,T032,CN-00047,1,507.58,MXN,I
V00024372,2025-03-03 15:58:27,T017,CN-00055,1,602.19,MXN,E
V00024373,2025-03-03 10:39:47,T022,CN-00006,2,393.86,MXN,I
V00024374,2025-03-03 09:13:47,T026,CN-00055,1,650.96,MXN,I
V00024375,2025-03-03 19:25:22,T028,CN-00067,7,2055.27,MXN,I
V00024376,2025-03-03 17:07:32,T014,CN-00065,1,197.07,MXN,I
V00024377,2025-03-03 18:13:32,T001,CN-00016,1,84.51,MXN,I
V00024378,2025-03-03 13:17:13,T039,CN-00034,1,107.72,MXN,I
V00024379,2025-03-03 07:38:54,T010,CN-00050,1,90.6,MXN,I
V00024380,2025-03-03 07:39:25,T012,CN-00022,1,172.51,MXN,I
V00024381,2025-03-03 09:20:35,T034,CN-00069,1,369.64,MXN,I
V00024382,2025-03-03 18:19:47,T025,CN-00019,2,523.18,MXN,I
V00024383,2025-03-03 11:16:22,T020,CN-00007,2,497.3,MXN,I
V00024384,2025-03-03 19:05:19,T023,CN-00064,1,81.36,MXN,I
V00024385,2025-03-03 10:50:27,T034,CN-00031,1,561.15,MXN,I
V00024386,2025-03-03 20:08:10,T013,CN-00058,2,149.3,MXN,I
V00024387,2025-03-03 17:37:15,T026,CN-00033,2,544.81,MXN,I
V00024388,2025-03-03 09:16:48,T002,CN-00023,1,153.68,MXN,I
V00024389,2025-03-03 13:45:19,T028,CN-00028,1,371.08,MXN,I
V00024390,2025-03-03 17:26:42,T035,CN-00019,1,277.69,MXN,I
V00024391,2025-03-03 13:22:16,T035,CN-00005,1,20.77,MXN,E
V00024392,2025-03-03 11:09:20,T001,CN-00056,2,31.68,MXN,I
V00024393,2025-03-03 11:55:56,T018,CN-00069,3,1124.22,MXN,I
V00024394,2025-03-03 10:03:40,T008,CN-00007,1,255.28,MXN,I
V00024395,2025-03-03 10:35:43,T014,CN-00021,1,25.33,MXN,I
V00024396,2025-03-03 12:45:46,T007,CN-00065,1,207.51,MXN,I
V00024397,2025-03-03 09:52:53,T034,CN-00043,1,178.45,MXN,E
V00024398,2025-03-03 11:35:53,T023,CN-00039,1,809.46,MXN,I
V00024399,2025-03-03 15:26:52,T014,CN-00041,1,74.28,MXN,I
V00024400,2025-03-03 09:42:04,T033,CN-00010,1,374.6,MXN,I
V00024401,2025-03-03 08:23:13,T022,CN-00015,2,704.79,MXN,I
V00024402,2025-03-03 08:54:49,T018,CN-00022,2,338.19,MXN,I
V00024403,2025-03-03 11:25:38,T009,CN-00047,1,505.89,MXN,I
V00024404,2025-03-03 08:00:05,T028,CN-00063,2,167.07,MXN,I
V00024405,2025-03-03 12:10:56,T019,CN-00066,1,59.14,MXN,I
V00024406,2025-03-03 14:18:58,T016,CN-00002,1,133.31,MXN,I
V00024407,2025-03-03 10:23:59,T006,CN-00026,1,153.61,MXN,I
V00024408,2025-03-03 07:21:34,T026,CN-00060,3,600.72,MXN,I
V00024409,2025-03-03 19:52:54,T014,CN-00060,1,202.54,MXN,E
V00024410,2025-03-03 12:25:55,T016,CN-00044,1,241.78,MXN,I
V00024411,2025-03-03 13:50:47,T019,CN-00007,1,262.0,MXN,I
V00024412,2025-03-03 16:10:21,T030,CN-00069,1,353.25,MXN,I
V00024413,2025-03-03 08:56:43,T039,CN-00042,2,173.07,MXN,I
V00024414,2025-03-03 10:43:52,T004,CN-00036,1,314.02,MXN,I
V00024415,2025-03-03 13:33:13,T019,CN-00005,1,20.65,MXN,I
V00024416,2025-03-03 14:12:47,T006,CN-00011,1,29.57,MXN,I
V00024417,2025-03-03 12:39:59,T008,CN-00014,2,676.8,MXN,I
V00024418,2025-03-03 13:43:07,T039,CN-00023,1,154.65,MXN,I
V00024419,2025-03-03 12:08:01,T037,CN-00039,1,811.85,MXN,I
V00024420,2025-03-03 12:48:34,T007,CN-00055,1,621.49,MXN,I
V00024421,2025-03-03 07:13:56,T003,CN-00056,1,16.94,MXN,E
V00024422,2025-03-03 15:56:44,T025,CN-00013,1,199.49,MXN,I
V00024423,2025-03-03 07:56:53,T008,CN-00068,1,38.86,MXN,I
V00024424,2025-03-03 20:51:06,T019,CN-00020,1,605.27,MXN,I
V00024425,2025-03-03 11:53:45,T007,CN-00047,1,492.56,MXN,I
V00024426,2025-03-03 11:49:50,T018,CN-00006,1,193.92,MXN,E
V00024427,2025-03-03 13:24:30,T040,CN-00036,3,934.28,MXN,I
V00024428,2025-03-03 18:07:07,T034,CN-00051,2,932.42,MXN,I
V00024429,2025-03-03 13:32:00,T018,CN-00001,1,72.67,MXN,I
V00024430,2025-03-03 07:45:48,T024,CN-00036,1,306.29,MXN,I
V00024431,2025-03-03 12:04:40,T015,CN-00024,1,314.71,MXN,I
V00024432,2025-03-03 09:10:18,T017,CN-00025,1,46.61,MXN,I
V00024433,2025-03-03 09:58:20,T031,CN-00026,2,312.26,MXN,I
V00024434,2025-03-03 09:48:04,T005,CN-00033,2,516.4,MXN,I
V00024435,2025-03-03 14:56:47,T031,CN-00070,2,773.33,MXN,I
V00024436,2025-03-03 15:53:52,T015,CN-00013,1,202.19,MXN,I
V00024437,2025-03-03 15:51:13,T006,CN-00001,1,71.86,MXN,I
V00024438,2025-03-03 10:17:48,T036,CN-00023,1,155.53,MXN,I
V00024439,2025-03-03 13:41:07,T008,CN-00039,1,763.54,MXN,I
V00024440,2025-03-03 15:04:55,T023,CN-00055,1,636.18,MXN,I
V00024441,2025-03-03 19:39:05,T009,CN-00031,1,556.32,MXN,I
V00024442,2025-03-03 07:50:23,T004,CN-00013,2,406.64,MXN,I
V00024443,2025-03-03 13:07:29,T017,CN-00033,1,263.17,MXN,I
V00024444,2025-03-03 08:26:23,T005,CN-00012,1,127.89,MXN,I
V00024445,2025-03-03 14:04:21,T029,CN-00049,1,88.52,MXN,I
V00024446,2025-03-03 07:54:00,T014,CN-00030,5,1095.51,MXN,I
V00024447,2025-03-03 13:28:23,T009,CN-00012,1,136.48,MXN,I
V00024448,2025-03-03 10:11:18,T031,CN-00045,1,95.16,MXN,I
V00024449,2025-03-03 07:40:35,T004,CN-00009,1,613.99,MXN,I
V00024450,2025-03-03 11:48:16,T038,CN-00046,2,1026.04,MXN,I
V00024451,2025-03-03 12:37:07,T023,CN-00058,1,79.54,MXN,I
V00024452,2025-03-03 18:01:56,T010,CN-00047,1,506.22,MXN,I
V00024453,2025-03-03 13:01:21,T018,CN-00052,1,164.69,MXN,I
V00024454,2025-03-03 10:23:33,T028,CN-00021,1,25.77,MXN,I
V00024455,2025-03-03 09:28:32,T022,CN-00064,2,169.45,MXN,I
V00024456,2025-03-03 18:06:51,T032,CN-00017,1,160.52,MXN,I
V00024457,2025-03-03 11:07:14,T002,CN-00019,2,545.88,MXN,I
V00024458,2025-03-03 17:03:19,T039,CN-00007,1,258.24,MXN,I
V00024459,2025-03-03 11:21:09,T029,CN-00049,1,85.58,MXN,I
V00024460,2025-03-03 11:20:45,T029,CN-00047,1,503.15,MXN,I
V00024461,2025-03-03 12:52:14,T032,CN-00023,1,153.39,MXN,I
V00024462,2025-03-03 16:45:58,T008,CN-00069,1,361.76,MXN,I
V00024463,2025-03-03 11:28:34,T007,CN-00066,1,59.58,MXN,I
V00024464,2025-03-03 14:26:17,T019,CN-00051,1,480.81,MXN,I
V00024465,2025-03-03 20:48:12,T040,CN-00016,2,165.86,MXN,I
V00024466,2025-03-03 10:18:33,T005,CN-00011,2,55.4,MXN,I
V00024467,2025-03-04 12:39:11,T017,CN-00016,1,82.88,MXN,I
V00024468,2025-03-04 12:33:08,T015,CN-00062,1,171.1,MXN,I
V00024469,2025-03-04 17:49:32,T027,CN-00003,3,488.79,MXN,I
V00024470,2025-03-04 11:10:30,T032,CN-00031,1,534.89,MXN,I
V00024471,2025-03-04 13:22:17,T034,CN-00023,1,158.31,MXN,I
V00024472,2025-03-04 16:44:45,T029,CN-00015,1,367.18,MXN,I
V00024473,2025-03-04 20:05:46,T017,CN-00044,1,243.39,MXN,I
V00024474,2025-03-04 18:30:42,T001,CN-00039,1,794.08,MXN,E
V00024475,2025-03-04 11:27:26,T001,CN-00056,1,16.13,MXN,E
V00024476,2025-03-04 16:42:37,T016,CN-00031,1,526.25,MXN,E
V00024477,2025-03-04 17:44:23,T016,CN-00057,7,1282.92,MXN,I
V00024478,2025-03-04 09:21:28,T009,CN-00042,1,89.99,MXN,I
V00024479,2025-03-04 15:25:39,T039,CN-00032,2,197.89,MXN,I
V00024480,2025-03-04 10:00:35,T040,CN-00035,2,287.75,MXN,I
V00024481,2025-03-04 14:09:22,T036,CN-00014,6,1995.42,MXN,I
V00024482,2025-03-04 17:14:57,T020,CN-00030,4,869.0,MXN,I
V00024483,2025-03-04 07:37:07,T006,CN-00006,3,626.55,MXN,I
V00024484,2025-03-04 19:57:13,T008,CN-00005,1,19.58,MXN,I
V00024485,2025-03-04 19:32:03,T004,CN-00016,1,85.55,MXN,I
V00024486,2025-03-04 16:02:47,T010,CN-00043,1,177.63,MXN,I
V00024487,2025-03-04 07:02:54,T007,CN-00017,3,489.48,MXN,I
V00024488,2025-03-04 11:46:30,T038,CN-00004,2,1324.39,MXN,I
V00024489,2025-03-04 18:01:23,T033,CN-00046,2,1096.21,MXN,I
V00024490,2025-03-04 16:02:37,T023,CN-00065,1,209.11,MXN,I
V00024491,2025-03-04 20:11:14,T025,CN-00018,1,242.07,MXN,I
V00024492,2025-03-04 12:50:31,T019,CN-00055,1,634.87,MXN,I
V00024493,2025-03-04 07:37:25,T030,CN-00039,1,807.28,MXN,E
V00024494,2025-03-04 13:56:16,T005,CN-00046,1,548.92,MXN,I
V00024495,2025-03-04 14:56:12,T032,CN-00017,2,326.36,MXN,I
V00024496,2025-03-04 14:11:00,T014,CN-00009,1,634.81,MXN,I
V00024497,2025-03-04 10:16:32,T013,CN-00026,1,152.13,MXN,I
V00024498,2025-03-04 12:43:47,T013,CN-00067,2,569.26,MXN,I
V00024499,2025-03-04 12:42:57,T032,CN-00061,2,586.14,MXN,I
V00024500,2025-03-04 13:38:50,T040,CN-00037,1,230.04,MXN,I
V00024501,2025-03-04 16:15:19,T004,CN-00052,1,165.07,MXN,E
V00024502,2025-03-04 07:47:17,T014,CN-00065,1,193.35,MXN,I
V00024503,2025-03-04 13:49:08,T038,CN-00015,1,375.61,MXN,I
V00024504,2025-03-04 14:56:13,T004,CN-00005,1,20.76,MXN,I
V00024505,2025-03-04 08:17:12,T033,CN-00061,2,603.48,MXN,I
V00024506,2025-03-04 15:14:30,T008,CN-00066,1,57.37,MXN,I
V00024507,2025-03-04 14:21:56,T009,CN-00047,1,515.3,MXN,I
V00024508,2025-03-04 18:35:04,T006,CN-00039,2,1537.5,MXN,I
V00024509,2025-03-04 09:06:22,T012,CN-00070,1,376.75,MXN,I
V00024510,2025-03-04 08:01:17,T012,CN-00065,4,820.98,MXN,I
V00024511,2025-03-04 20:24:10,T020,CN-00047,2,1016.63,MXN,I
V00024512,2025-03-04 11:35:43,T034,CN-00015,1,359.49,MXN,I
V00024513,2025-03-04 17:43:19,T019,CN-00030,1,221.14,MXN,I
V00024514,2025-03-04 13:19:19,T036,CN-00031,1,549.28,MXN,I
V00024515,2025-03-04 13:42:54,T005,CN-00021,1,25.68,MXN,I
V00024516,2025-03-04 10:30:22,T022,CN-00051,1,486.02,MXN,T
V00024517,2025-03-04 12:56:37,T021,CN-00015,1,351.56,MXN,I
V00024518,2025-03-04 08:50:27,T004,CN-00013,2,391.43,MXN,I
V00024519,2025-03-04 08:58:16,T020,CN-00057,1,184.27,MXN,I
V00024520,2025-03-04 09:41:36,T040,CN-00024,6,1913.12,MXN,I
V00024521,2025-03-04 14:37:28,T004,CN-00046,1,544.64,MXN,I
V00024522,2025-03-04 14:45:01,T017,CN-00070,1,381.61,MXN,I
V00024523,2025-03-04 14:08:07,T006,CN-00054,1,116.72,MXN,I
V00024524,2025-03-04 17:52:20,T037,CN-00063,1,82.75,MXN,I
V00024525,2025-03-04 15:09:16,T013,CN-00004,1,691.59,MXN,I
V00024526,2025-03-04 08:39:41,T005,CN-00003,2,330.24,MXN,I
V00024527,2025-03-04 07:17:43,T011,CN-00061,1,293.95,MXN,I
V00024528,2025-03-04 16:59:50,T007,CN-00002,1,131.54,MXN,I
V00024529,2025-03-04 08:03:46,T024,CN-00053,5,713.28,MXN,I
V00024530,2025-03-04 14:58:25,T020,CN-00050,1,88.03,MXN,I
V00024531,2025-03-04 09:07:38,T034,CN-00069,1,352.52,MXN,I
V00024532,2025-03-04 10:00:51,T012,CN-00017,1,157.76,MXN,I
V00024533,2025-03-04 12:09:56,T023,CN-00027,1,88.62,MXN,I
V00024534,2025-03-04 09:56:32,T040,CN-00006,1,203.36,MXN,I
V00024535,2025-03-04 07:22:28,T021,CN-00054,1,112.06,MXN,I
V00024536,2025-03-04 11:27:38,T037,CN-00005,4,80.75,MXN,I
V00024537,2025-03-04 13:53:33,T020,CN-00032,1,102.88,MXN,I
V00024538,2025-03-04 16:51:41,T007,CN-00009,1,614.59,MXN,I
V00024539,2025-03-04 17:30:03,T008,CN-00003,6,955.28,MXN,I
V00024540,2025-03-04 16:46:00,T012,CN-00029,1,648.64,MXN,I
V00024541,2025-03-04 10:49:44,T029,CN-00035,1,136.11,MXN,I
V00024542,2025-03-04 09:59:49,T031,CN-00044,3,724.04,MXN,I
V00024543,2025-03-04 10:29:46,T030,CN-00014,1,336.73,MXN,I
V00024544,2025-03-04 09:19:52,T029,CN-00014,3,1062.67,MXN,I
V00024545,2025-03-04 17:30:01,T019,CN-00019,1,267.78,MXN,I
V00024546,2025-03-04 13:42:35,T007,CN-00007,1,247.95,MXN,I
V00024547,2025-03-04 16:22:52,T032,CN-00011,1,28.91,MXN,I
V00024548,2025-03-04 08:26:16,T022,CN-00020,2,1175.67,MXN,I
V00024549,2025-03-04 17:25:24,T015,CN-00012,1,135.26,MXN,I
V00024550,2025-03-04 09:39:42,T005,CN-00036,1,309.2,MXN,I
V00024551,2025-03-04 12:04:08,T019,CN-00057,1,181.18,MXN,I
V00024552,2025-03-04 14:57:58,T016,CN-00055,1,602.08,MXN,I
V00024553,2025-03-04 16:36:07,T006,CN-00059,3,766.6,MXN,I
V00024554,2025-03-04 14:38:45,T039,CN-00014,1,348.89,MXN,I
V00024555,2025-03-04 13:56:25,T022,CN-00010,1,359.42,MXN,I
V00024556,2025-03-04 09:57:16,T010,CN-00059,10,2459.69,MXN,I
V00024557,2025-03-04 10:03:18,T033,CN-00030,1,232.78,MXN,I
V00024558,2025-03-04 11:33:27,T008,CN-00060,1,194.61,MXN,I
V00024559,2025-03-04 15:43:49,T025,CN-00014,1,341.75,MXN,I
V00024560,2025-03-04 10:12:31,T007,CN-00011,1,29.13,MXN,I
V00024561,2025-03-04 16:42:28,T016,CN-00016,1,84.2,MXN,I
V00024562,2025-03-04 14:49:59,T013,CN-00040,1,54.1,MXN,I
V00024563,2025-03-04 13:02:12,T040,CN-00044,1,246.92,MXN,I
V00024564,2025-03-04 10:27:35,T017,CN-00058,1,77.55,MXN,I
V00024565,2025-03-04 13:52:35,T007,CN-00036,1,325.88,MXN,I
V00024566,2025-03-04 07:27:06,T008,CN-00056,1,16.65,MXN,I
V00024567,2025-03-04 12:08:26,T012,CN-00028,1,396.96,MXN,I
V00024568,2025-03-04 07:43:08,T036,CN-00052,1,163.58,MXN,I
V00024569,2025-03-04 13:04:13,T008,CN-00040,1,51.63,MXN,I
V00024570,2025-03-04 13:10:02,T020,CN-00024,1,334.41,MXN,I
V00024571,2025-03-04 12:31:06,T040,CN-00010,1,357.66,MXN,I
V00024572,2025-03-04 08:49:48,T003,CN-00033,1,253.88,MXN,I
V00024573,2025-03-04 17:14:32,T039,CN-00053,1,136.37,MXN,I
V00024574,2025-03-04 13:12:59,T039,CN-00032,1,96.61,MXN,I
V00024575,2025-03-04 12:23:01,T036,CN-00057,2,362.52,MXN,I
V00024576,2025-03-04 11:19:00,T031,CN-00015,1,354.79,MXN,I
V00024577,2025-03-04 07:13:02,T002,CN-00057,2,379.44,MXN,I
V00024578,2025-03-04 10:38:50,T020,CN-00056,1,16.92,MXN,I
V00024579,2025-03-04 13:16:18,T039,CN-00017,1,155.92,MXN,I
V00024580,2025-03-04 16:16:59,T026,CN-00061,1,306.67,MXN,I
V00024581,2025-03-04 10:57:45,T009,CN-00035,1,137.3,MXN,I
V00024582,2025-03-04 17:37:16,T039,CN-00032,1,96.44,MXN,I
V00024583,2025-03-04 13:10:03,T019,CN-00029,1,618.81,MXN,I
V00024584,2025-03-04 20:57:20,T018,CN-00045,2,205.12,MXN,I
V00024585,2025-03-04 16:08:57,T029,CN-00037,2,445.68,MXN,I
V00024586,2025-03-04 19:02:54,T024,CN-00008,1,38.29,MXN,I
V00024587,2025-03-04 13:51:25,T035,CN-00054,3,343.16,MXN,I
V00024588,2025-03-04 10:25:48,T020,CN-00001,1,75.22,MXN,E
